Product_ID,Name,Category,Price,Material,Eco_Certifications,Sustainability_Score,Avg_Rating,Carbon_Footprint (kg CO2),Biodegradability (%),Water_Usage (L),Energy_Consumption (kWh),Supply_Chain_Transparency,Image_URL
P189,Soy Ink Pens (P189),Stationery,10.68,Recycled Plastic & Soy Ink,FSC,8.6,4.7,2.37,95,49.3,0.51,High,https://th.bing.com/th/id/OIP.7H1rl0BULibq9rAeb-uy7gHaE8?w=218&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P190,Biodegradable Eraser (P190),Stationery,11.75,Natural Rubber,FSC,7.7,3.5,1.38,99,14,1.16,High,https://th.bing.com/th/id/OIP.prSGRYbXSiMEcre_qO34fgHaHA?w=185&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P191,Bamboo Hairbrush (P191),Personal Care,19.6,Bamboo & Natural Rubber,USDA Organic,9.8,4.6,2.16,98,74.1,1.68,High,https://th.bing.com/th/id/OIP.E1kpqR9lMLuYi6RRTG0OogHaHa?w=194&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P192,Reusable Travel Bottles (P192),Travel,119.24,Silicone & Recycled Plastic,Fair Trade,7.9,3.9,12.56,75,42,3.63,High,https://th.bing.com/th/id/OIP.ukDDnZgeare5KIrkJT3CbgHaFX?w=211&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P193,Reusable Straws (P193),Kitchen,22.43,Stainless Steel,EcoLabel,9,3.8,2.51,78,92.2,1.07,High,https://th.bing.com/th/id/OIP.HU7fLjqtIt_spX2kgyA56AHaIk?w=160&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P194,Eco-Friendly Stapler (P194),Office Supplies,14.79,Recycled Metal,FSC,8.8,3.8,2.02,95,25.7,1.81,High,https://th.bing.com/th/id/OIP.sASXl78zE9XLWeI8H5J_CQHaD5?w=324&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P195,Solar-Powered Charger (P195),Electronics,68.22,Recycled Plastic & Solar Panels,Carbon Neutral,6.1,3.5,15.58,41,38.7,16.7,Low,https://th.bing.com/th/id/OIP.0UwLvqruP4NzjPWneoRhQQHaHa?w=193&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P196,Compostable Trash Bags (P196),Home Care,39.4,Cornstarch Bioplastic,Green Seal,9.4,4,5.88,83,136.1,2.64,High,https://th.bing.com/th/id/OIP.6ALcVYHYcdx0EpUfJqGpigHaGT?w=224&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P197,Pillow Cases (P197),Clothing,31.15,Organic Cotton,Fair Trade,9.9,4.8,4.24,93,74.3,1.17,High,https://th.bing.com/th/id/OIP.wPK37xexbf-EUYdE1KaskgHaHa?w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P198,Solar-Powered Charger (P198),Electronics,154,Recycled Plastic & Solar Panels,Energy Star,8.4,4.1,24.82,41,21.5,16.7,Low,https://th.bing.com/th/id/OIP.WCLKqab0pBIpO5RwCHkPHgHaHq?w=187&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P199,Reusable Travel Bottles (P199),Travel,136.42,Silicone & Recycled Plastic,Fair Trade,9.4,4.1,10.69,85,35.4,5.99,Medium,https://th.bing.com/th/id/OIP.AmqonIMD3eM7eigU8rEKcwHaEB?w=295&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P200,Bamboo Cleaning Brush (P200),Home Care,16.71,Bamboo & Sisal Bristles,EcoLabel,9.2,4.7,5.51,82,64.9,5.4,High,https://th.bing.com/th/id/OIP.pldY4x6xyr8NJphpViQlbgHaHa?w=216&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P201,Eco-Friendly LED Bulb (P201),Electronics,95.13,Aluminum & Recycled Glass,Carbon Neutral,8.7,3.8,24.8,27,41,10.49,Medium,https://th.bing.com/th/id/OIP.YSbUFe8iMbCjGORwlPfXagHaEK?w=322&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P202,Khadi Shirt (P202),Clothing,47.21,Khadi Fabric,EcoLabel,8,3.8,4.9,84,107.6,1.41,Medium,https://th.bing.com/th/id/OIP.EtQwIWqhYCdYvBVciMHoYAHaKf?w=208&h=294&c=7&r=0&o=5&dpr=1.3&pid=1.7
P203,Pillow Cases (P203),Clothing,90.1,Organic Cotton,Fair Trade,9.4,4.2,3.19,96,137.5,1.21,High,https://th.bing.com/th/id/OIP.u2JnoXrSfjmtAbWJmxzkDQHaHa?w=171&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P204,Bamboo Cleaning Brush (P204),Home Care,54.14,Bamboo & Sisal Bristles,EcoLabel,7.4,4.3,6.74,89,75,4.31,High,https://th.bing.com/th/id/OIP.fEQF-FPWOkz8_qf9ULolNQHaHI?w=205&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P205,Reusable Straws (P205),Kitchen,22.02,Stainless Steel,EcoLabel,8.3,3.6,4.77,79,85.4,2.85,High,https://th.bing.com/th/id/OIP.VlnE5AUNcBV_l7BBJlk3pQAAAA?w=210&h=211&c=7&r=0&o=5&dpr=1.3&pid=1.7
P206,Biodegradable Toothbrush (P206),Personal Care,11.79,Bamboo & Plant-Based Bristles,USDA Organic,10,3.6,3.09,95,51.7,1.03,High,https://th.bing.com/th/id/OIP.ZPTHOiOn6bUQREF8oXxz6gHaHa?w=202&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P207,Plant-Based Glue Stick (P207),Office Supplies,37.51,Plant-Based Adhesive,EcoLabel,8,4.4,1.62,94,35.6,1.1,Medium,https://th.bing.com/th/id/OIP.kS8lpYBjCOJlzC9PwSbO4gHaHa?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P208,Bamboo Sunglasses (P208),Travel,90.72,Bamboo & Recycled Glass,Fair Trade,7.7,4.6,5.22,81,94.3,5.66,Medium,https://th.bing.com/th/id/OIP.vHnirXHUllUbsOyYpQu38AHaDy?w=329&h=178&c=7&r=0&o=5&dpr=1.3&pid=1.7
P209,Organic Soap Bar (P209),Personal Care,28.44,Shea Butter & Essential Oils,USDA Organic,9.8,3.9,1.46,99,57.7,1.81,High,https://th.bing.com/th/id/OIP.79VTxt9jFlVmfgjnCk2qFwHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P210,Stainless Steel Lunchbox (P210),Kitchen,23.11,Stainless Steel,EcoLabel,9.5,4.5,5.21,71,44.9,1.45,High,https://th.bing.com/th/id/OIP.zb9_xU2atAvFoBxDEfPcHAAAAA?w=213&h=213&c=7&r=0&o=5&dpr=1.3&pid=1.7
P211,Biodegradable Planter (P211),Gardening,27.76,Compostable Material,FSC,9.8,3.5,2.29,93,59.5,1.16,High,https://th.bing.com/th/id/OIP.YkkBWVpiNddOfRj86IHF4gAAAA?w=135&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P212,Organic Bedsheets (P212),Clothing,85.83,Linen,Fair Trade,9.9,4.8,3,92,146.8,2.21,High,https://th.bing.com/th/id/OIP.dMk4auU0_3VB5YO1RlyjnwHaHa?w=199&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P213,Recycled Paper Notebook (P213),Office Supplies,14.28,Recycled Paper,EcoLabel,8.7,3.9,3.1,92,31.5,0.69,High,https://th.bing.com/th/id/OIP.kvwvEylWHO0Fzit8orrANwHaHa?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P214,Organic Plushie (P214),Toys,31.56,Organic Cotton & Natural Dyes,FSC,8.7,4.9,5.39,100,26,2.94,High,https://th.bing.com/th/id/OIP.TKXK35vspKZ8Gb8sx4qYsgHaHa?w=180&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P215,Reusable Mop (P215),Home Care,57.38,Recycled Plastic & Cotton,Green Seal,8.7,4,3.17,92,40.3,5.88,High,https://th.bing.com/th/id/OIP.P-rY8g72lkk5vZMn0yE5hwHaGP?w=252&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
P216,Stainless Steel Lunchbox (P216),Kitchen,27.43,Stainless Steel,EcoLabel,9.3,4.2,5.26,64,95.6,2.37,High,https://th.bing.com/th/id/OIP.CIJK0oPV6Qbuk5lyJH-G5AHaHa?w=193&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P217,Organic Fertilizer (P217),Gardening,43.09,Plant-Based Fertilizer,FSC,9.5,4.4,3.46,100,92.7,1.5,High,https://th.bing.com/th/id/OIP.vnTE07BDsYgCXuGFeEDsxAAAAA?w=188&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P218,Bamboo Bluetooth Speaker (P218),Electronics,272.85,Bamboo & Recycled Electronics,Energy Star,8.1,4.2,16.93,35,24,14.28,Low,https://th.bing.com/th/id/OIP.ubzXrrl09ieya0Smihd--QHaE8?w=263&h=200&c=7&r=0&o=5&dpr=1.3&pid=1.7
P219,Biodegradable Toothbrush (P219),Personal Care,24.54,Bamboo & Plant-Based Bristles,USDA Organic,8.3,4.8,2.01,91,34.3,0.88,High,https://th.bing.com/th/id/OIP.A8tbFKDoeb_r5ZSmUpWt2QHaK7?w=142&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P220,Biodegradable Eraser (P220),Stationery,16.48,Natural Rubber,EcoLabel,8.2,3.9,3.58,92,42.3,0.8,High,https://th.bing.com/th/id/OIP.R13lXK_dWN3mtzzplr3syQHaHa?w=182&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P221,Bamboo Cutting Board (P221),Kitchen,28.73,Bamboo,USDA Organic,9.5,4.8,5.01,85,57.7,3.99,High,https://th.bing.com/th/id/OIP.UeEI7NkeqhuI95CFr43DngHaFj?w=265&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P222,Organic Plushie (P222),Toys,21.17,Organic Cotton & Natural Dyes,FSC,9.8,3.6,5.71,97,68,1.71,High,https://th.bing.com/th/id/OIP.VqZQ8FoKHZP8WbHEgeEaJQHaE7?w=271&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P223,Reusable Mop (P223),Home Care,48.65,Recycled Plastic & Cotton,EcoLabel,9,3.8,5.66,84,105.8,5.73,High,https://th.bing.com/th/id/OIP.jC-pQ0cLmt_6zAyEK9S4KAHaHh?w=213&h=217&c=7&r=0&o=5&dpr=1.3&pid=1.7
P224,Solar-Powered Charger (P224),Electronics,159.64,Recycled Plastic & Solar Panels,Energy Star,7.2,4.6,27.41,37,16.4,17.47,Medium,https://th.bing.com/th/id/OIP.yPwWa22twmVUMPcW4WSVpwHaIG?w=172&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P225,Compostable Trash Bags (P225),Home Care,20.32,Cornstarch Bioplastic,Green Seal,8.6,3.7,4.17,85,147.5,3.19,High,https://th.bing.com/th/id/OIP.zXSY0nE7q1NDPV2tDHakugHaHa?w=193&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P226,Eco-Friendly Detergent (P226),Home Care,49.85,Plant-Based Ingredients,EcoLabel,8.8,4.3,6.08,91,135.3,5.01,High,https://th.bing.com/th/id/OIP.9FgjeouLYQJDjI1jh9tYxwHaEK?w=317&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P227,Handkerchiefs (P227),Clothing,65.03,Hemp Fabric,GOTS,9.2,3.8,4.24,89,74.4,1.64,Medium,https://th.bing.com/th/id/OIP.a2feC1P0LKzTByWGza3dKwHaHa?w=211&h=212&c=7&r=0&o=5&dpr=1.3&pid=1.7
P228,Reusable Straws (P228),Kitchen,41.3,Stainless Steel,USDA Organic,9.2,4.2,2.34,85,69.4,3.6,High,https://th.bing.com/th/id/OIP.ziryZ4IAhaGMsNTIulH6ywHaHa?w=166&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P229,Wooden Racing Car (P229),Toys,34.32,Solid Wood,FSC,8.8,4.3,4.37,96,23.6,2.26,High,https://th.bing.com/th/id/OIP.3NGFmAByXvd7hUW1sXUT8gHaFj?w=263&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P230,Compostable Trash Bags (P230),Home Care,19.64,Cornstarch Bioplastic,Green Seal,8.8,4.8,4.87,83,116,5,High,https://th.bing.com/th/id/OIP.6TYNjQ4veEloOsQmUplW4AHaGU?w=241&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P231,Reusable Straws (P231),Kitchen,19.44,Stainless Steel,EcoLabel,10,4.9,5.25,85,24.3,2.22,High,https://th.bing.com/th/id/OIP.jDcQMlGxuMrew_LRysaEewHaE8?w=296&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P232,Wooden Racing Car (P232),Toys,32.23,Solid Wood,EcoLabel,9.6,3.9,5.42,95,34.8,1.94,High,https://th.bing.com/th/id/OIP.9WfMeOwNMlocWDI6FdmD9wHaEK?w=312&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P233,Bamboo Cutting Board (P233),Kitchen,14.03,Bamboo,USDA Organic,8.9,4.1,4.77,81,64,2.19,High,https://th.bing.com/th/id/OIP.2dzxxb4t_Utk8BBxUWf0iAHaF7?w=241&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P234,Bamboo Hairbrush (P234),Personal Care,15.84,Bamboo & Natural Rubber,USDA Organic,9,4.4,2.65,96,57.6,0.65,High,https://th.bing.com/th/id/OIP.TNswZi9gv9fgYd_aZxwwXgAAAA?w=208&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P235,Bamboo Bluetooth Speaker (P235),Electronics,164.49,Bamboo & Recycled Electronics,Energy Star,8.3,3.5,13.58,39,14,18.23,Medium,https://th.bing.com/th/id/OIP.xDjMlwWsQ9v50pAcg-fW8wHaHa?w=208&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P236,Organic Plushie (P236),Toys,28.02,Organic Cotton & Natural Dyes,FSC,8.1,4.8,2.45,86,48.4,2.48,High,https://th.bing.com/th/id/OIP.BcUyXJvSQCTm0HOSla101gHaGS?w=225&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P237,Bamboo Bluetooth Speaker (P237),Electronics,225.17,Bamboo & Recycled Electronics,Carbon Neutral,7.3,4.9,25.11,22,25.1,16.6,Low,https://th.bing.com/th/id/OIP.bgvEPAr8OTsGC5JeZaDezgHaHa?w=178&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P238,Biodegradable Planter (P238),Gardening,25.18,Compostable Material,FSC,8.3,4.9,2.61,93,33.9,1.04,High,https://th.bing.com/th/id/OIP.haf0kRo8O6vKpywxjHoyVgHaHa?w=187&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P239,Hot Wheels Set (P239),Toys,16.88,Recycled Plastic,EcoLabel,9.3,4.4,2.28,90,34.7,2.72,High,https://th.bing.com/th/id/OIP.B6BNDtEpETvStI8zWdqOcAHaHs?w=212&h=220&c=7&r=0&o=5&dpr=1.3&pid=1.7
P240,Plant-Based Shampoo Bar (P240),Personal Care,14.43,Coconut Oil & Essential Oils,Fair Trade,8.2,4.1,3.87,97,34.7,1.25,High,https://th.bing.com/th/id/OIP.HK9Ww-LF5Au7I8EPoTCmhQHaEt?w=288&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P241,Recycled Paper Sketchbook (P241),Stationery,15.88,Recycled Paper,EcoLabel,9.4,4.9,3.57,91,30.2,0.81,Medium,https://th.bing.com/th/id/OIP.NfGLjDPreSrhpesv2pSTbwHaHa?w=183&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P242,Biodegradable Toothbrush (P242),Personal Care,12.6,Bamboo & Plant-Based Bristles,USDA Organic,8,3.6,1.87,100,46.3,1.02,High,https://th.bing.com/th/id/OIP.kC4Xoa6zvoAXA-e1aqGZEAHaGl?w=244&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P243,Bamboo Sunglasses (P243),Travel,143,Bamboo & Recycled Glass,Fair Trade,7.9,3.8,13.3,57,63.1,4.98,Medium,https://th.bing.com/th/id/OIP.TTnVNAm9icUyJPIrPky3JAHaHa?w=203&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P244,Khadi Shirt (P244),Clothing,56.01,Khadi Fabric,Fair Trade,9,4.6,4.56,85,137.6,1.19,High,https://th.bing.com/th/id/OIP.gGXYBVLlkYpl2qHFL2AemwHaHa?w=208&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P245,Eco-Friendly LED Bulb (P245),Electronics,111.4,Aluminum & Recycled Glass,Carbon Neutral,7.7,4.6,16.96,20,15.6,6.83,Medium,https://th.bing.com/th/id/OIP.idxeF4KrpJvNzeNXc20wrQHaE7?w=254&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P246,Bamboo Bluetooth Speaker (P246),Electronics,58.67,Bamboo & Recycled Electronics,Energy Star,8.4,3.7,20.76,23,33.3,15.58,Low,https://th.bing.com/th/id/OIP.DUukKI5AgBLYyEq5Dx9FUgHaHa?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P247,Wooden Racing Car (P247),Toys,48.28,Solid Wood,FSC,8.3,3.7,2.74,92,36.5,2.1,High,https://th.bing.com/th/id/OIP.hRCOMB0NjWpaZW7yJtf64AHaGQ?w=221&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P248,Bamboo Cutting Board (P248),Kitchen,58.7,Bamboo,USDA Organic,8.3,3.5,4.33,63,42.4,2.45,High,https://th.bing.com/th/id/OIP.hP428WjAeWMAo9qcDUM4WwHaHa?w=189&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P249,Organic Soap Bar (P249),Personal Care,15.59,Shea Butter & Essential Oils,USDA Organic,9.1,4.7,3.39,90,63.4,0.85,High,https://th.bing.com/th/id/OIP.GZBkV-opAGJn75n7Ri21iQHaHa?w=150&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P250,Cotton Saree (P250),Clothing,88.11,Organic Cotton,Fair Trade,9.8,4,2.92,84,199.5,1.28,High,https://th.bing.com/th/id/OIP.7FM0evhLvj7qwN4INA3MPgHaKM?w=208&h=286&c=7&r=0&o=5&dpr=1.3&pid=1.7
P251,Bamboo Building Blocks (P251),Toys,40.01,Bamboo,EcoLabel,9.8,4,4.54,87,28.9,1.22,High,https://th.bing.com/th/id/OIP.s_FClsVnh27AMfTb00NaAQAAAA?w=144&h=176&c=7&r=0&o=5&dpr=1.3&pid=1.7
P252,Soy Ink Pens (P252),Stationery,13.86,Recycled Plastic & Soy Ink,FSC,9.3,4.3,2.6,98,15.6,0.88,High,https://th.bing.com/th/id/OIP.3yVXXM2WePKCUi-K7AB1PAHaHa?w=208&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P253,Recycled Paper Notebook (P253),Office Supplies,12.99,Recycled Paper,EcoLabel,8.5,3.9,4.21,93,11.4,1.61,Medium,https://th.bing.com/th/id/OIP.OqdZ3KJXdxPL7ln_z9GLFgHaFR?w=272&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P254,Plant-Based Shampoo Bar (P254),Personal Care,12.52,Coconut Oil & Essential Oils,USDA Organic,9.8,5,3.16,90,73.5,1.46,High,https://th.bing.com/th/id/OIP.HyqiUnz_Iyc76EbjXVXGjQHaHa?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P255,Eco-Friendly Detergent (P255),Home Care,44.39,Plant-Based Ingredients,Green Seal,8.5,4.5,6.12,76,41.1,5.28,Medium,https://th.bing.com/th/id/OIP.xYFNF2oCoBLk0tT1qI-otQHaNi?w=115&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P256,Eco-Friendly Detergent (P256),Home Care,33.76,Plant-Based Ingredients,Green Seal,8.8,4.9,4.08,85,141.6,5.14,Medium,https://th.bing.com/th/id/OIP.BavCwNLWudeSWogcuIArIAHaHa?w=171&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P257,Bamboo Bluetooth Speaker (P257),Electronics,163.65,Bamboo & Recycled Electronics,Energy Star,6.5,4.6,10.91,28,15.7,5.03,Low,https://th.bing.com/th/id/OIP.AAw62D2oV86t6oahKTVFhQHaHa?w=181&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P258,Plant-Based Shampoo Bar (P258),Personal Care,20.03,Coconut Oil & Essential Oils,USDA Organic,9.7,3.5,1.66,91,37.7,1.06,High,https://th.bing.com/th/id/OIP.4ZsK53Aeyb6VD1voXkcghAAAAA?w=296&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P259,Bamboo Building Blocks (P259),Toys,23.77,Bamboo,EcoLabel,9.1,3.6,5.39,86,41.6,2.35,High,https://th.bing.com/th/id/OIP.0s6FFNVdzi6gUhJ-Mgq4CgHaGG?w=196&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P260,Reusable Straws (P260),Kitchen,12.73,Stainless Steel,EcoLabel,9.9,4.5,2.61,82,49,3.58,High,https://th.bing.com/th/id/OIP.4DejmQxcXYNfAk1qkyUejgHaHa?w=196&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P261,Seedling Tray (P261),Gardening,25.79,Biodegradable Plastic,FSC,7.9,4.1,2.76,96,78.1,1.31,High,https://th.bing.com/th/id/OIP.LB598-gnsVf1dv44Uxv_oQHaHa?w=187&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P262,Hot Wheels Set (P262),Toys,33.36,Recycled Plastic,FSC,9.7,4.8,4.23,98,35.8,1.85,High,https://th.bing.com/th/id/OIP.2t7sW3aaXOV9MePT_hU0zgHaHa?w=175&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P263,Eco-Friendly LED Bulb (P263),Electronics,183.42,Aluminum & Recycled Glass,Energy Star,8,4.3,20.35,42,20.8,17.98,Medium,https://th.bing.com/th/id/OIP.MTtDAMWTpYgnhcqgCO1bawHaE7?w=280&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P264,Handy Travel Pouch (P264),Travel,76.08,Hemp Fabric,Carbon Neutral,8.1,4,12.27,76,34.2,2.77,Medium,https://th.bing.com/th/id/OIP.9Lre3GLSmd9eOc-d0DIgugHaHa?w=170&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P265,Biodegradable Toothbrush (P265),Personal Care,27.28,Bamboo & Plant-Based Bristles,Fair Trade,9.4,3.6,3.47,94,99.4,1.37,High,https://th.bing.com/th/id/OIP.MaUnknFxNMgMpMfG_5L-CQHaHI?w=211&h=204&c=7&r=0&o=5&dpr=1.3&pid=1.7
P266,Compostable Trash Bags (P266),Home Care,21.93,Cornstarch Bioplastic,Green Seal,9.2,3.6,6.92,81,111.1,5.95,High,https://th.bing.com/th/id/OIP.9Gfg_AOPJfQ4-CxYS7-4uwHaHa?w=212&h=212&c=7&r=0&o=5&dpr=1.3&pid=1.7
P267,Recycled Phone Case (P267),Electronics,279.28,Biodegradable Plastic,Energy Star,7.7,4.3,16.03,39,24.3,14.29,Medium,https://th.bing.com/th/id/OIP.bs1GnTmrwCVCgE0baNlTRAHaD4?w=321&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P268,Organic Plushie (P268),Toys,13.03,Organic Cotton & Natural Dyes,EcoLabel,9.3,4,4.1,97,63.5,1.3,High,https://th.bing.com/th/id/OIP.Vx4zRC_JWQPwQy8Q8NLEsgHaHa?w=182&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
P269,Seedling Tray (P269),Gardening,15.35,Biodegradable Plastic,FSC,9.9,4.9,1.7,99,78.7,0.77,High,https://th.bing.com/th/id/OIP.H7NrhZe499jxCoS02xnBDwHaHa?w=214&h=215&c=7&r=0&o=5&dpr=1.3&pid=1.7
P270,Biodegradable Toothbrush (P270),Personal Care,5.35,Bamboo & Plant-Based Bristles,USDA Organic,9,4.4,2.22,98,93.9,0.85,High,https://th.bing.com/th/id/OIP.6P2TSbQEw2lc71BEwS2nNQHaHa?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
P271,Compost Bin (P271),Gardening,44.92,Recycled Plastic,FSC,8.2,3.9,1.18,100,84.8,0.79,High,https://th.bing.com/th/id/OIP.P1Ty4MfigyqH3OoWnkGOmgHaHa?w=201&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P272,Bamboo Sunglasses (P272),Travel,89.58,Bamboo & Recycled Glass,Carbon Neutral,7.6,3.6,14.88,67,47.7,5.1,High,https://th.bing.com/th/id/OIP.DAj4ETCBAfSF5dnsEF6bgQHaEL?w=325&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P273,Bamboo Cutting Board (P273),Kitchen,67.42,Bamboo,EcoLabel,8.7,4,4.57,76,40,2.25,High,https://th.bing.com/th/id/OIP.nNhPMAETckd66NY5zxjdzwHaFq?w=252&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P274,Compostable Trash Bags (P274),Home Care,57.33,Cornstarch Bioplastic,Green Seal,7.2,3.7,4.58,72,145.1,3.46,Medium,https://th.bing.com/th/id/OIP.MADcpT3euNXx8WJb2NqPjwHaHa?w=216&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P275,Khadi Shirt (P275),Clothing,75.18,Khadi Fabric,GOTS,8.2,4.1,4.41,86,192.9,2.9,High,https://th.bing.com/th/id/OIP.XI4nG8hSVenNWjqXQGXntwHaHa?w=180&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P276,Cotton Saree (P276),Clothing,61,Organic Cotton,EcoLabel,8.8,3.7,3.1,85,163.2,1.87,High,https://th.bing.com/th/id/OIP.6Qj4wPIBBfj_5lw1Gg5M9QHaNK?w=187&h=333&c=7&r=0&o=5&dpr=1.3&pid=1.7
P277,Biodegradable Eraser (P277),Stationery,5.11,Natural Rubber,EcoLabel,8.2,4.9,2.31,97,32.2,2,Medium,https://th.bing.com/th/id/OIP.R2fuCoMv457Z933JrKlSTwHaHa?w=201&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P278,Eco-Friendly Detergent (P278),Home Care,40.29,Plant-Based Ingredients,EcoLabel,8.3,4.5,3.29,93,55.6,3.88,Medium,https://th.bing.com/th/id/OIP.EsPBZ5fv2FashJ8lqNnffgAAAA?w=192&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P279,Solar-Powered Charger (P279),Electronics,203.48,Recycled Plastic & Solar Panels,Carbon Neutral,8.1,4.6,17.28,20,43.5,5.8,Medium,https://th.bing.com/th/id/OIP.Bv7NnGQluck8yUG3PFaspAAAAA?w=203&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P280,Biodegradable Eraser (P280),Stationery,20.39,Natural Rubber,EcoLabel,7.4,4.9,2.26,87,15.7,0.87,Medium,https://th.bing.com/th/id/OIP.fQPDYcD_AexNN7Dfcpb-zgHaC_?w=334&h=141&c=7&r=0&o=5&dpr=1.3&pid=1.7
P281,Hot Wheels Set (P281),Toys,43.77,Recycled Plastic,EcoLabel,8.1,4.3,4.87,80,20.1,1.11,High,https://th.bing.com/th/id/OIP._wSKvKy_DjocT20BnUK4oQHaEK?w=325&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
P282,Eco-Friendly Suitcase (P282),Travel,128.16,Recycled Polyester & Aluminum,Fair Trade,8.1,3.8,6.94,87,40,4.91,Medium,https://th.bing.com/th/id/OIP.ixoFZbxBL89eC1et4_5NcAHaHa?w=173&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P283,Bamboo Sunglasses (P283),Travel,53.06,Bamboo & Recycled Glass,Fair Trade,8,4.1,11.41,73,34.9,3.05,Medium,https://th.bing.com/th/id/OIP.YU5L1XPjTT9rh8c03bqr_wHaGI?w=229&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
